player,match_id,start_date,venue,innings,batting_team,opposition,own_15_ball_phase,phase_label,runs,balls,strike_rate,expected_runs,runs_above_expected,runs_above_expected_per_100,sr_points_vs_match,sr_points_vs_teammates,sr_points_vs_league_phase,difficulty_adjusted_sr,difficulty_adjustment_delta
Angkrish Raghuvanshi,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,1,1-15,21,15,140.0,17.18,3.82,25.49,2.5,15.25,-6.04,155.83,15.83
Angkrish Raghuvanshi,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,2,16-30,6,4,150.0,5.47,0.53,13.21,12.5,25.25,-11.57,166.96,16.96
Anukul Roy,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,1,1-15,1,1,100.0,1.19,-0.19,-19.32,-37.5,-27.73,-45.85,111.31,11.31
Cameron Green,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,1,1-15,0,1,0.0,0.94,-0.94,-94.31,-137.5,-128.57,-146.05,0.0,0.0
Finn Allen,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,1,1-15,1,3,33.33,3.54,-2.54,-84.8,-104.17,-96.58,-112.07,37.1,3.77
Ramandeep Singh,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,1,1-15,22,15,146.67,16.89,5.11,34.04,9.17,25.02,0.62,163.25,16.59
Ramandeep Singh,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,2,16-30,13,8,162.5,13.29,-0.29,-3.57,25.0,40.85,1.02,180.88,18.38
Rinku Singh,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,1,1-15,6,12,50.0,12.93,-6.93,-57.72,-87.5,-86.11,-96.44,55.65,5.65
Rovman Powell,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,1,1-15,21,15,140.0,17.18,3.82,25.48,2.5,15.51,-5.81,155.83,15.83
Rovman Powell,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,2,16-30,10,7,142.86,11.59,-1.59,-22.69,5.36,18.37,-19.34,159.01,16.16
Sunil Narine,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,1,1-15,24,15,160.0,20.2,3.8,25.31,22.5,34.76,14.16,178.09,18.09
Sunil Narine,1529265,2026-04-14,"MA Chidambaram Stadium, Chepauk, Chennai",2,Kolkata Knight Riders,Chennai Super Kings,2,16-30,0,2,0.0,3.24,-3.24,-161.8,-137.5,-125.24,-161.68,0.0,0.0
Abdul Samad,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,1,1-15,0,2,0.0,1.94,-1.94,-97.0,-134.12,-117.8,-146.31,0.0,0.0
Aiden Markram,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,1,1-15,12,8,150.0,10.43,1.57,19.61,15.88,36.61,4.06,171.17,21.17
Avesh Khan,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,1,1-15,1,2,50.0,2.06,-1.06,-53.23,-84.12,-66.95,-95.92,57.06,7.06
Ayush Badoni,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,1,1-15,26,15,173.33,17.19,8.81,58.73,39.21,68.13,27.41,197.79,24.46
Ayush Badoni,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,2,16-30,12,9,133.33,12.55,-0.55,-6.11,-0.79,28.13,-28.42,152.15,18.82
Digvesh Rathi,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,1,1-15,0,3,0.0,3.16,-3.16,-105.35,-134.12,-118.8,-145.97,0.0,0.0
George Linde,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,1,1-15,7,7,100.0,8.56,-1.56,-22.33,-34.12,-16.81,-45.9,114.11,14.11
Mitchell Marsh,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,1,1-15,19,15,126.67,20.73,-1.73,-11.54,-7.46,14.17,-19.26,144.54,17.87
Mitchell Marsh,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,2,16-30,20,15,133.33,20.08,-0.08,-0.51,-0.79,20.83,-29.2,152.15,18.82
Mitchell Marsh,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,3,31-45,1,2,50.0,2.51,-1.51,-75.67,-84.12,-62.5,-138.61,57.06,7.06
Mohammed Shami,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,1,1-15,0,1,0.0,1.07,-1.07,-107.26,-134.12,-116.81,-145.9,0.0,0.0
Mukul Choudhary,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,1,1-15,18,15,120.0,16.99,1.01,6.73,-14.12,11.3,-26.09,136.93,16.93
Mukul Choudhary,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,2,16-30,21,13,161.54,20.17,0.83,6.4,27.42,52.84,0.54,184.33,22.8
Nicholas Pooran,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,1,1-15,1,7,14.29,8.05,-7.05,-100.73,-119.84,-107.84,-132.59,16.3,2.02
Rishabh Pant,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",1,Lucknow Super Giants,Royal Challengers Bengaluru,1,1-15,1,6,16.67,7.18,-6.18,-103.04,-117.46,-104.39,-129.63,19.02,2.35
Devdutt Padikkal,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,1,1-15,10,11,90.91,13.5,-3.5,-31.83,-43.21,-76.59,-54.78,103.74,12.83
Jitesh Sharma,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,1,1-15,23,9,255.56,10.56,12.44,138.27,121.43,107.99,109.45,291.62,36.06
Phil Salt,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,1,1-15,7,8,87.5,9.9,-2.9,-36.21,-46.62,-77.56,-58.4,99.85,12.35
Rajat Patidar,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,1,1-15,27,13,207.69,15.66,11.34,87.2,73.57,57.69,63.14,237.0,29.31
Romario Shepherd,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,1,1-15,14,8,175.0,10.09,3.91,48.86,40.88,18.37,29.19,199.69,24.69
Tim David,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,1,1-15,14,8,175.0,9.82,4.18,52.22,40.88,18.37,29.56,199.69,24.69
Virat Kohli,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,1,1-15,35,15,233.33,20.66,14.34,95.57,99.21,66.67,88.15,266.26,32.93
Virat Kohli,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,2,16-30,12,15,80.0,21.66,-9.66,-64.38,-54.12,-86.67,-83.04,91.29,11.29
Virat Kohli,1529266,2026-04-15,"M Chinnaswamy Stadium, Bengaluru",2,Royal Challengers Bengaluru,Lucknow Super Giants,3,31-45,2,4,50.0,5.32,-3.32,-83.05,-84.12,-116.67,-137.08,57.06,7.06
Hardik Pandya,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,1,1-15,14,12,116.67,18.46,-4.46,-37.2,-53.79,-43.52,-29.24,104.75,-11.91
Naman Dhir,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,1,1-15,26,15,173.33,18.38,7.62,50.78,2.88,19.4,27.61,155.63,-17.7
Naman Dhir,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,2,16-30,24,15,160.0,21.79,2.21,14.75,-10.45,6.07,-1.67,143.66,-16.34
Naman Dhir,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,3,31-45,0,1,0.0,1.59,-1.59,-158.63,-170.45,-153.93,-187.12,0.0,0.0
Quinton de Kock,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,1,1-15,26,15,173.33,18.73,7.27,48.46,2.88,48.33,27.49,155.63,-17.7
Quinton de Kock,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,2,16-30,25,15,166.67,20.54,4.46,29.74,-3.79,41.67,5.22,149.65,-17.02
Quinton de Kock,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,3,31-45,30,15,200.0,22.64,7.36,49.05,29.55,75.0,13.95,179.58,-20.42
Quinton de Kock,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,4,46-60,31,15,206.67,26.32,4.68,31.17,36.21,81.67,31.67,185.56,-21.1
Ryan Rickelton,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,1,1-15,2,8,25.0,9.13,-7.13,-89.18,-145.45,-140.18,-120.74,22.45,-2.55
Sherfane Rutherford,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,1,1-15,1,5,20.0,7.72,-6.72,-134.39,-150.45,-141.74,-125.84,17.96,-2.04
Suryakumar Yadav,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,1,1-15,0,1,0.0,1.07,-1.07,-106.94,-170.45,-157.14,-145.65,0.0,0.0
Tilak Varma,1529267,2026-04-16,"Wankhede Stadium, Mumbai",1,Mumbai Indians,Punjab Kings,1,1-15,8,3,266.67,4.59,3.41,113.78,96.21,113.68,120.56,239.44,-27.23
Cooper Connolly,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,1,1-15,17,12,141.67,15.65,1.35,11.23,-28.79,-52.65,-4.44,127.2,-14.47
Marcus Stoinis,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,1,1-15,10,5,200.0,7.31,2.69,53.73,29.55,12.63,54.36,179.58,-20.42
Prabhsimran Singh,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,1,1-15,32,15,213.33,19.22,12.78,85.2,42.88,36.28,68.0,191.55,-21.78
Prabhsimran Singh,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,2,16-30,32,15,213.33,21.97,10.03,66.87,42.88,36.28,51.6,191.55,-21.78
Prabhsimran Singh,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,3,31-45,16,9,177.78,15.32,0.68,7.55,7.32,0.73,-9.09,159.63,-18.15
Priyansh Arya,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,1,1-15,15,9,166.67,11.58,3.42,37.97,-3.79,-23.44,22.18,149.65,-17.02
Shreyas Iyer,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,1,1-15,18,15,120.0,18.53,-0.53,-3.55,-50.45,-67.69,-25.87,107.75,-12.25
Shreyas Iyer,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,2,16-30,31,15,206.67,23.64,7.36,49.08,36.21,18.97,46.77,185.56,-21.1
Shreyas Iyer,1529267,2026-04-16,"Wankhede Stadium, Mumbai",2,Punjab Kings,Mumbai Indians,3,31-45,17,5,340.0,9.0,8.0,159.91,169.55,152.31,154.53,305.28,-34.72
Ajinkya Rahane,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,1,1-15,0,1,0.0,1.19,-1.19,-118.98,-142.68,-138.33,-146.02,0.0,0.0
Angkrish Raghuvanshi,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,1,1-15,8,4,200.0,4.65,3.35,83.87,57.32,64.96,53.96,214.54,14.54
Anukul Roy,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,1,1-15,9,7,128.57,8.13,0.87,12.37,-14.11,-9.15,-17.28,137.92,9.35
Cameron Green,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,1,1-15,12,15,80.0,17.77,-5.77,-38.46,-62.68,-51.82,-66.05,85.82,5.82
Cameron Green,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,2,16-30,21,15,140.0,19.37,1.63,10.89,-2.68,8.18,-21.42,150.18,10.18
Cameron Green,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,3,31-45,43,15,286.67,22.77,20.23,134.89,143.99,154.85,103.14,307.51,20.84
Cameron Green,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,4,46-60,3,10,30.0,20.05,-17.05,-170.54,-112.68,-101.82,-172.9,32.18,2.18
Kartik Tyagi,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,1,1-15,6,4,150.0,4.55,1.45,36.17,7.32,13.25,4.09,160.9,10.9
Ramandeep Singh,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,1,1-15,17,8,212.5,9.95,7.05,88.08,69.82,80.64,66.46,227.95,15.45
Rinku Singh,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,1,1-15,1,2,50.0,2.38,-1.38,-68.93,-92.68,-88.66,-96.44,53.63,3.63
Rovman Powell,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,1,1-15,21,15,140.0,16.1,4.9,32.69,-2.68,2.38,-5.81,150.18,10.18
Rovman Powell,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,2,16-30,6,5,120.0,6.45,-0.45,-9.03,-22.68,-17.62,-42.19,128.72,8.72
Sunil Narine,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,1,1-15,0,5,0.0,5.97,-5.97,-119.4,-142.68,-143.1,-145.84,0.0,0.0
Tim Seifert,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,1,1-15,19,14,135.71,18.4,0.6,4.28,-6.96,-1.67,-10.21,145.58,9.87
Vaibhav Arora,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",1,Kolkata Knight Riders,Gujarat Titans,1,1-15,0,1,0.0,1.1,-1.1,-110.24,-142.68,-138.33,-145.93,0.0,0.0
Glenn Phillips,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,1,1-15,19,15,126.67,24.08,-5.08,-33.88,-16.01,-26.27,-19.4,135.87,9.21
Glenn Phillips,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,2,16-30,0,1,0.0,1.93,-1.93,-193.37,-142.68,-152.94,-161.65,0.0,0.0
Jos Buttler,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,1,1-15,25,15,166.67,19.49,5.51,36.7,23.99,21.04,21.3,178.78,12.12
M Shahrukh Khan,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,1,1-15,3,2,150.0,2.95,0.05,2.57,7.32,1.72,4.11,160.9,10.9
Rahul Tewatia,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,1,1-15,7,6,116.67,9.22,-2.22,-36.94,-26.01,-33.33,-29.46,125.15,8.48
Sai Sudharsan,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,1,1-15,22,15,146.67,21.12,0.88,5.89,3.99,-3.33,0.61,157.33,10.66
Sai Sudharsan,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,2,16-30,0,1,0.0,1.68,-1.68,-168.12,-142.68,-150.0,-161.48,0.0,0.0
Shubman Gill,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,1,1-15,34,15,226.67,21.17,12.83,85.52,83.99,95.78,80.94,243.14,16.48
Shubman Gill,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,2,16-30,19,15,126.67,21.33,-2.33,-15.52,-16.01,-4.22,-35.3,135.87,9.21
Shubman Gill,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,3,31-45,27,15,180.0,22.74,4.26,28.4,37.32,49.12,-9.0,193.09,13.09
Shubman Gill,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,4,46-60,6,5,120.0,7.87,-1.87,-37.39,-22.68,-10.88,-65.14,128.72,8.72
Washington Sundar,1529268,2026-04-17,"Narendra Modi Stadium, Ahmedabad",2,Gujarat Titans,Kolkata Knight Riders,1,1-15,13,13,100.0,17.39,-4.39,-33.75,-42.68,-54.29,-45.74,107.27,7.27
Bhuvneshwar Kumar,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,1,1-15,3,2,150.0,2.4,0.6,29.9,10.17,14.71,4.11,164.18,14.18
Devdutt Padikkal,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,1,1-15,18,13,138.46,16.1,1.9,14.63,-1.37,3.28,-7.23,151.55,13.09
Jitesh Sharma,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,1,1-15,12,15,80.0,21.59,-9.59,-63.96,-59.83,-68.51,-66.1,87.56,7.56
Jitesh Sharma,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,2,16-30,2,5,40.0,8.84,-6.84,-136.89,-99.83,-108.51,-121.84,43.78,3.78
Krunal Pandya,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,1,1-15,12,10,120.0,14.24,-2.24,-22.39,-19.83,-16.94,-26.08,131.34,11.34
Phil Salt,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,1,1-15,18,15,120.0,21.04,-3.04,-20.29,-19.83,-1.69,-25.9,131.34,11.34
Phil Salt,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,2,16-30,35,15,233.33,23.19,11.81,78.71,93.5,111.65,73.23,255.39,22.05
Phil Salt,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,3,31-45,10,8,125.0,11.46,-1.46,-18.21,-14.83,3.31,-62.81,136.81,11.81
Rajat Patidar,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,1,1-15,8,4,200.0,4.87,3.13,78.26,60.17,66.67,55.44,218.9,18.9
Romario Shepherd,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,1,1-15,1,4,25.0,4.82,-3.82,-95.46,-114.83,-114.32,-120.81,27.36,2.36
Tim David,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,1,1-15,26,15,173.33,20.76,5.24,34.95,33.5,40.64,27.9,189.72,16.38
Tim David,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,2,16-30,0,2,0.0,3.28,-3.28,-163.95,-139.83,-132.69,-159.92,0.0,0.0
Virat Kohli,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",1,Royal Challengers Bengaluru,Delhi Capitals,1,1-15,19,13,146.15,17.73,1.27,9.74,6.32,11.89,0.97,159.97,13.81
Axar Patel,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,1,1-15,24,15,160.0,18.7,5.3,35.31,20.17,14.46,14.01,175.12,15.12
Axar Patel,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,2,16-30,2,4,50.0,6.4,-4.4,-110.07,-89.83,-95.54,-111.75,54.73,4.73
David Miller,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,1,1-15,22,10,220.0,15.84,6.16,61.64,80.17,82.73,74.18,240.79,20.79
KL Rahul,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,1,1-15,30,15,200.0,19.35,10.65,70.97,60.17,65.12,54.26,218.9,18.9
KL Rahul,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,2,16-30,20,15,133.33,20.09,-0.09,-0.61,-6.5,-1.55,-27.47,145.93,12.6
KL Rahul,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,3,31-45,7,4,175.0,5.19,1.81,45.3,35.17,40.12,-12.5,191.54,16.54
Karun Nair,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,1,1-15,5,5,100.0,5.69,-0.69,-13.83,-39.83,-46.09,-45.91,109.45,9.45
Pathum Nissanka,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,1,1-15,1,2,50.0,2.19,-1.19,-59.65,-89.83,-95.76,-95.77,54.73,4.73
Sameer Rizvi,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,1,1-15,2,3,66.67,3.16,-1.16,-38.77,-73.17,-79.49,-79.78,72.97,6.3
Tristan Stubbs,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,1,1-15,16,15,106.67,16.97,-0.97,-6.46,-33.17,-48.13,-39.37,116.75,10.08
Tristan Stubbs,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,2,16-30,19,15,126.67,21.06,-2.06,-13.73,-13.17,-28.13,-35.31,138.64,11.97
Tristan Stubbs,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,3,31-45,23,15,153.33,23.75,-0.75,-5.02,13.5,-1.46,-35.6,167.82,14.49
Tristan Stubbs,1529269,2026-04-18,"M Chinnaswamy Stadium, Bengaluru",2,Delhi Capitals,Royal Challengers Bengaluru,4,46-60,2,2,100.0,3.51,-1.51,-75.53,-39.83,-54.79,-83.12,109.45,9.45
Abhishek Sharma,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,1,1-15,50,15,333.33,20.83,29.17,194.48,189.94,208.84,188.83,355.79,22.46
Abhishek Sharma,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,2,16-30,9,7,128.57,9.99,-0.99,-14.19,-14.82,4.08,-32.04,137.23,8.66
Aniket Verma,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,1,1-15,2,4,50.0,4.61,-2.61,-65.23,-93.39,-104.31,-95.76,53.37,3.37
Heinrich Klaasen,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,1,1-15,19,15,126.67,19.09,-0.09,-0.57,-16.72,-23.95,-19.09,135.2,8.53
Heinrich Klaasen,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,2,16-30,24,15,160.0,23.12,0.88,5.88,16.61,9.38,-1.73,170.78,10.78
Heinrich Klaasen,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,3,31-45,16,9,177.78,15.06,0.94,10.39,34.39,27.16,-10.49,189.76,11.98
Ishan Kishan,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,1,1-15,0,1,0.0,1.1,-1.1,-110.13,-143.39,-152.1,-145.58,0.0,0.0
Liam Livingstone,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,1,1-15,1,5,20.0,6.81,-5.81,-116.21,-123.39,-136.52,-126.2,21.35,1.35
Nitish Kumar Reddy,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,1,1-15,12,8,150.0,10.26,1.74,21.75,6.61,-0.89,3.89,160.11,10.11
Praful Hinge,1529270,2026-04-18,"Rajiv Gandhi International Stadium, Uppal, Hyderabad",1,Sunrisers Hyderabad,Chennai Super Kings,1,1-15,0,1,0.0,1.26,-1.26,-125.61,-143.39,-152.1,-145.89,0.0,0.0
